,year,league,tier,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,has_relegated,has_promoted,has_won_titles
2234,2014,Serie-B,2,Trapani Calcio,40,25.0,4,268000,10700000,False,False,False
2235,2014,Serie-B,2,Brescia Calcio,40,23.6,8,262000,10480000,False,False,False
2236,2014,Serie-B,2,FC Pro Vercelli 1892,41,24.3,7,244000,10000000,False,True,False
2237,2014,Serie-B,2,Varese 1910,46,24.3,13,217000,10000000,False,False,False
2238,2014,Serie-B,2,AS Cittadella,35,24.5,1,274000,9580000,False,False,False
2239,2014,Serie-B,2,Virtus Entella,42,25.1,8,221000,9280000,False,True,True
2240,2015,Serie-B,2,Cagliari Calcio,44,23.7,8,1210000,53330000,True,False,False
2241,2015,Serie-B,2,Delfino Pescara 1936,56,24.1,15,656000,36730000,False,False,False
2242,2015,Serie-B,2,AC Cesena,39,24.3,7,747000,29150000,True,False,False
2243,2015,Serie-B,2,FC Bari 1908,43,26.3,12,560000,24080000,False,False,False
2244,2015,Serie-B,2,AC Perugia Calcio,48,23.7,18,439000,21050000,False,False,False
2245,2015,Serie-B,2,FC Crotone,38,24.6,9,542000,20600000,False,False,False
2246,2015,Serie-B,2,Vicenza Calcio,57,23.9,11,351000,20000000,False,False,False
2247,2015,Serie-B,2,Novara Calcio 1908,47,25.0,11,419000,19700000,False,True,True
2248,2015,Serie-B,2,Spezia Calcio,37,25.8,21,529000,19580000,False,False,False
2249,2015,Serie-B,2,Calcio Como,47,24.5,11,398000,18700000,False,True,False
2250,2015,Serie-B,2,US Latina Calcio,47,25.4,13,353000,16579999,False,False,False
2251,2015,Serie-B,2,AS Livorno,50,23.3,8,326000,16280000,False,False,False
2252,2015,Serie-B,2,SS Virtus Lanciano,43,25.3,7,378000,16250000,False,False,False
2253,2015,Serie-B,2,US Avellino 1912,39,25.9,10,409000,15950000,False,False,False
2254,2015,Serie-B,2,Brescia Calcio,43,23.6,9,367000,15780000,False,False,False
2255,2015,Serie-B,2,Virtus Entella,44,24.8,7,334000,14700000,False,False,False
2256,2015,Serie-B,2,Ascoli Picchio,45,24.5,8,321000,14450000,False,True,True
2257,2015,Serie-B,2,Ternana Calcio,42,23.9,9,338000,14180000,False,False,False
2258,2015,Serie-B,2,US Salernitana 1919,52,25.8,13,254000,13230000,False,True,True
2259,2015,Serie-B,2,Trapani Calcio,44,25.3,8,301000,13230000,False,False,False
2260,2015,Serie-B,2,FC Pro Vercelli 1892,45,24.0,6,259000,11650000,False,False,False
2261,2015,Serie-B,2,Modena FC,39,25.5,11,298000,11630000,False,False,False
2262,2016,Serie-B,2,Hellas Verona,51,25.2,14,757000,38600000,True,False,False
2263,2016,Serie-B,2,Carpi FC 1909,51,24.0,14,571000,29100000,True,False,False
2264,2016,Serie-B,2,Frosinone Calcio,42,25.0,9,678000,28480000,True,False,False
2265,2016,Serie-B,2,Spezia Calcio,51,24.1,17,547000,27900000,False,False,False
2266,2016,Serie-B,2,Novara Calcio 1908,48,24.4,14,546000,26200000,False,False,False
2267,2016,Serie-B,2,FC Bari 1908,58,25.0,17,443000,25680000,False,False,False
2268,2016,Serie-B,2,AC Perugia Calcio,55,23.1,13,449000,24680000,False,False,False
2269,2016,Serie-B,2,SPAL 2013,46,24.1,3,532000,24480000,False,True,True
2270,2016,Serie-B,2,Benevento Calcio,46,24.4,13,531000,24430000,False,True,True
2271,2016,Serie-B,2,Brescia Calcio,48,23.3,9,455000,21830000,False,False,False
2272,2016,Serie-B,2,AC Cesena,55,24.1,11,391000,21500000,False,False,False
2273,2016,Serie-B,2,US Latina Calcio,56,24.4,16,325000,18230000,False,False,False
2274,2016,Serie-B,2,Ternana Calcio,51,24.6,8,348000,17750000,False,False,False
2275,2016,Serie-B,2,US Avellino 1912,46,25.3,14,378000,17380000,False,False,False
2276,2016,Serie-B,2,Ascoli Picchio,53,22.6,11,322000,17080000,False,False,False
2277,2016,Serie-B,2,Virtus Entella,50,24.0,14,320000,16000000,False,False,False
2278,2016,Serie-B,2,Vicenza Calcio,49,24.1,15,323000,15830000,False,False,False
2279,2016,Serie-B,2,US Salernitana 1919,41,25.9,7,385000,15780000,False,False,False
2280,2016,Serie-B,2,AS Cittadella,35,24.9,2,422000,14780000,False,True,True
2281,2016,Serie-B,2,Trapani Calcio,50,26.0,10,291000,14530000,False,False,False
2282,2016,Serie-B,2,FC Pro Vercelli 1892,47,24.5,7,298000,14000000,False,False,False
2283,2016,Serie-B,2,AC Pisa 1909,46,25.0,10,259000,11900000,False,True,False
2284,2017,Serie-B,2,FC Empoli,45,24.2,17,903000,40630000,True,False,False
2285,2017,Serie-B,2,US Palermo,44,24.5,20,753000,33150000,True,False,False
2286,2017,Serie-B,2,AC Perugia Calcio,51,24.5,17,638000,32530000,False,False,False
2287,2017,Serie-B,2,Delfino Pescara 1936,46,25.1,15,646000,29700000,True,False,False
2288,2017,Serie-B,2,Brescia Calcio,49,23.9,17,591000,28950000,False,False,False
2289,2017,Serie-B,2,FC Bari 1908,51,26.1,17,477000,24350000,False,False,False
2290,2017,Serie-B,2,Frosinone Calcio,39,25.0,5,624000,24350000,False,False,False
2291,2017,Serie-B,2,Parma Calcio 1913,41,28.3,6,548000,22480000,False,True,False
2292,2017,Serie-B,2,Spezia Calcio,52,25.0,10,402000,20900000,False,False,False
2293,2017,Serie-B,2,Carpi FC 1909,41,24.7,10,459000,18800000,False,False,False
2294,2017,Serie-B,2,AS Cittadella,33,25.4,2,561000,18500000,False,False,False
2295,2017,Serie-B,2,US Salernitana 1919,45,25.3,17,409000,18400000,False,False,False
2296,2017,Serie-B,2,Novara Calcio 1908,41,24.9,11,444000,18200000,False,False,False
2297,2017,Serie-B,2,AC Cesena,42,24.6,8,421000,17680000,False,False,False
2298,2017,Serie-B,2,US Cremonese,51,26.4,9,343000,17480000,False,True,True
2299,2017,Serie-B,2,US Avellino 1912,40,25.7,13,424000,16950000,False,False,False
2300,2017,Serie-B,2,Virtus Entella,42,25.3,8,401000,16850000,False,False,False
2301,2017,Serie-B,2,Venezia FC,43,26.1,7,386000,16600000,False,True,True
2302,2017,Serie-B,2,Ascoli Picchio,57,23.4,8,271000,15430000,False,False,False
2303,2017,Serie-B,2,Foggia Calcio,51,26.6,9,272000,13850000,False,True,True
2304,2017,Serie-B,2,FC Pro Vercelli 1892,49,25.3,10,282000,13830000,False,False,False
2305,2017,Serie-B,2,Ternana Unicusano Calcio,44,24.8,1,243000,10700000,False,False,False
2306,2018,Serie-B,2,Brescia Calcio,41,24.4,9,1450000,59450000,False,False,False
2307,2018,Serie-B,2,Hellas Verona,56,25.1,20,724000,40530000,True,False,False
2308,2018,Serie-B,2,US Palermo,41,25.1,18,913000,37430000,False,False,False
2309,2018,Serie-B,2,AC Perugia Calcio,45,24.8,12,709000,31900000,False,False,False
2310,2018,Serie-B,2,Delfino Pescara 1936,62,23.9,15,514000,31850000,False,False,False
2311,2018,Serie-B,2,FC Crotone,53,23.8,23,544000,28850000,True,False,False
2312,2018,Serie-B,2,Benevento Calcio,45,25.4,10,636000,28600000,True,False,False
2313,2018,Serie-B,2,US Lecce,49,26.0,8,541000,26500000,False,True,True
2314,2018,Serie-B,2,Spezia Calcio,46,25.3,13,551000,25350000,False,False,False
2315,2018,Serie-B,2,Ascoli Calcio,67,24.4,13,325000,21800000,False,False,False
2316,2018,Serie-B,2,AS Cittadella,40,25.0,1,512000,20480000,False,False,False
2317,2018,Serie-B,2,Foggia Calcio,54,25.0,11,354000,19100000,False,False,False
2318,2018,Serie-B,2,Carpi FC 1909,59,24.4,18,309000,18250000,False,False,False
2319,2018,Serie-B,2,US Cremonese,46,26.1,10,367000,16900000,False,False,False
2320,2018,Serie-B,2,Venezia FC,48,25.2,11,345000,16579999,False,False,False
2321,2018,Serie-B,2,US Salernitana 1919,50,26.2,15,320000,15980000,False,False,False
2322,2018,Serie-B,2,Cosenza Calcio,45,25.4,9,338000,15200000,False,True,False
2323,2018,Serie-B,2,Calcio Padova,53,26.3,9,251000,13330000,False,True,True
2324,2018,Serie-B,2,AS Livorno,55,25.5,14,240000,13230000,False,True,True
2325,2019,Serie-B,2,FC Empoli,45,24.6,14,845000,38030000,True,False,False
2326,2019,Serie-B,2,Ascoli Calcio,45,25.4,12,602000,27080000,False,False,False
2327,2019,Serie-B,2,AC Perugia Calcio,38,25.1,13,665000,25280000,False,False,False
2328,2019,Serie-B,2,Chievo Verona,48,25.4,25,490000,23530000,True,False,False
2329,2019,Serie-B,2,Delfino Pescara 1936,49,25.4,14,429000,21030000,False,False,False
2330,2019,Serie-B,2,Benevento Calcio,33,26.7,8,631000,20830000,False,False,False
2331,2019,Serie-B,2,Frosinone Calcio,35,26.1,7,571000,20000000,True,False,False
2332,2019,Serie-B,2,FC Crotone,37,25.7,16,511000,18900000,False,False,False
2333,2019,Serie-B,2,AS Livorno,46,24.7,14,385000,17730000,False,False,False
2334,2019,Serie-B,2,Virtus Entella,42,25.6,5,408000,17130000,False,True,True
2335,2019,Serie-B,2,US Salernitana 1919,39,26.0,13,426000,16629999,False,False,False
2336,2019,Serie-B,2,Spezia Calcio,33,25.2,15,492000,16250000,False,False,False
2337,2019,Serie-B,2,Trapani Calcio,49,25.4,14,318000,15600000,False,True,False
2338,2019,Serie-B,2,US Cremonese,38,26.1,7,409000,15530000,False,False,False
2339,2019,Serie-B,2,AC Pisa 1909,38,26.4,5,376000,14280000,False,True,False
2340,2019,Serie-B,2,Pordenone Calcio,33,26.8,2,377000,12430000,False,True,True
2341,2019,Serie-B,2,Venezia FC,39,25.7,7,308000,12000000,False,False,False
2342,2019,Serie-B,2,AS Cittadella,30,26.2,2,390000,11700000,False,False,False
2343,2019,Serie-B,2,SS Juve Stabia,43,26.5,7,256000,11000000,False,True,True
2344,2019,Serie-B,2,Cosenza Calcio,32,26.6,11,343000,10980000,False,False,False
2345,2020,Serie-B,2,AC Monza,46,25.5,7,1180000,54290000,False,True,True
2346,2020,Serie-B,2,Empoli FC,37,24.2,8,1360000,50280000,False,False,False
2347,2020,Serie-B,2,SPAL,40,25.0,14,1190000,47700000,True,False,False
2348,2020,Serie-B,2,Brescia Calcio,34,26.1,18,1300000,44350000,True,False,False
2349,2020,Serie-B,2,US Lecce,41,26.0,15,835000,34230000,True,False,False
2350,2020,Serie-B,2,Venezia FC,41,25.4,13,717000,29390000,False,False,False
2351,2020,Serie-B,2,US Salernitana 1919,40,26.1,23,675000,27000000,False,False,False
2352,2020,Serie-B,2,Ascoli Calcio,52,25.8,20,394000,20480000,False,False,False
2353,2020,Serie-B,2,Chievo Verona,44,24.8,15,453000,19950000,False,False,False
2354,2020,Serie-B,2,Pordenone Calcio,37,25.1,3,511000,18900000,False,False,False
2355,2020,Serie-B,2,Frosinone Calcio,42,25.9,8,447000,18780000,False,False,False
2356,2020,Serie-B,2,US Cremonese,36,25.0,3,504000,18140000,False,False,False
2357,2020,Serie-B,2,AC Pisa 1909,39,25.2,3,463000,18080000,False,False,False
2358,2020,Serie-B,2,Reggina 1914,43,27.0,16,412000,17740000,False,True,True
2359,2020,Serie-B,2,Delfino Pescara 1936,50,25.3,18,349000,17450000,False,False,False
2360,2020,Serie-B,2,AS Cittadella,33,25.9,5,411000,13550000,False,False,False
2361,2020,Serie-B,2,Cosenza Calcio,39,26.0,11,324000,12640000,False,False,False
2362,2020,Serie-B,2,Virtus Entella,48,25.2,9,254000,12180000,False,False,False
2363,2020,Serie-B,2,LR Vicenza,37,26.9,5,300000,11100000,False,True,True
2364,2020,Serie-B,2,AC Reggiana 1919,33,26.9,7,268000,8850000,False,True,False
2365,2021,Serie-B,2,Parma Calcio 1913,46,25.6,31,1390000,64099999,True,False,False
2366,2021,Serie-B,2,AC Monza,36,27.0,8,1330000,47740000,False,False,False
2367,2021,Serie-B,2,US Cremonese,37,25.9,7,1180000,43600000,False,False,False
2368,2021,Serie-B,2,US Lecce,40,25.0,22,1060000,42300000,False,False,False
2369,2021,Serie-B,2,Brescia Calcio,36,26.1,17,1000000,36150000,False,False,False
2370,2021,Serie-B,2,Pisa Sporting Club,37,26.0,13,928000,34330000,False,False,False
2371,2021,Serie-B,2,SPAL,47,25.9,12,662000,31130000,False,False,False
2372,2021,Serie-B,2,Frosinone Calcio,43,25.2,14,715000,30730000,False,False,False
2373,2021,Serie-B,2,FC Crotone,47,24.1,20,578000,27180000,True,False,False
2374,2021,Serie-B,2,Benevento Calcio,39,25.3,11,696000,27150000,True,False,False
2375,2021,Serie-B,2,Ascoli Calcio,41,26.3,13,511000,20950000,False,False,False
2376,2021,Serie-B,2,LR Vicenza,48,26.0,8,408000,19600000,False,False,False
2377,2021,Serie-B,2,AC Perugia Calcio,39,26.0,9,483000,18850000,False,True,True
2378,2021,Serie-B,2,Como 1907,35,26.2,8,529000,18530000,False,True,True
2379,2021,Serie-B,2,Cosenza Calcio,49,24.8,15,368000,18030000,False,False,False
2380,2021,Serie-B,2,Reggina 1914,44,26.4,16,394000,17350000,False,False,False
2381,2021,Serie-B,2,Pordenone Calcio,44,25.9,7,394000,17330000,False,False,False
2382,2021,Serie-B,2,Ternana Calcio,39,27.4,10,442000,17250000,False,True,True
2383,2021,Serie-B,2,AS Cittadella,35,25.6,7,488000,17080000,False,False,False
2384,2021,Serie-B,2,US Alessandria Calcio 1912,45,26.6,3,314000,14130000,False,True,False
2385,2022,Serie-B,2,Genoa CFC,46,25.3,23,1480000,67980000,True,False,False
2386,2022,Serie-B,2,Parma Calcio 1913,35,25.3,26,1500000,52500000,False,False,False
2387,2022,Serie-B,2,Venezia FC,56,24.1,40,870000,48710000,True,False,False
2388,2022,Serie-B,2,Cagliari Calcio,41,24.9,18,1020000,41830000,True,False,False
2389,2022,Serie-B,2,Frosinone Calcio,36,25.0,11,1110000,40130000,False,False,False
2390,2022,Serie-B,2,SSC Bari,35,28.1,8,1060000,36930000,False,True,True
2391,2022,Serie-B,2,Pisa Sporting Club,40,25.9,19,818000,32700000,False,False,False
2392,2022,Serie-B,2,Palermo FC,43,26.0,9,737000,31700000,False,True,False
2393,2022,Serie-B,2,Como 1907,43,26.3,12,724000,31130000,False,False,False
2394,2022,Serie-B,2,Reggina 1914,38,27.1,14,638000,24230000,False,False,False
2395,2022,Serie-B,2,Ascoli Calcio,39,26.6,13,602000,23480000,False,False,False
2396,2022,Serie-B,2,FC Südtirol,41,27.2,4,551000,22580000,False,True,True
2397,2022,Serie-B,2,Benevento Calcio,43,26.2,18,512000,22020000,False,False,False
2398,2022,Serie-B,2,Brescia Calcio,33,25.9,15,639000,21100000,False,False,False
2399,2022,Serie-B,2,Modena FC,36,28.2,4,583000,20980000,False,True,True
2400,2022,Serie-B,2,SPAL,46,25.5,11,434000,19980000,False,False,False
2401,2022,Serie-B,2,Ternana Calcio,37,26.8,9,523000,19350000,False,False,False
2402,2022,Serie-B,2,Cosenza Calcio,45,25.4,14,398000,17900000,False,False,False
2403,2022,Serie-B,2,AS Cittadella,35,26.9,6,505000,17680000,False,False,False
2404,2022,Serie-B,2,AC Perugia Calcio,41,26.0,13,354000,14500000,False,False,False
2405,2023,Serie-B,2,Parma Calcio 1913,33,25.3,26,2400000,79150000,False,False,False
2406,2023,Serie-B,2,UC Sampdoria,55,23.6,18,990000,54480000,True,False,False
2407,2023,Serie-B,2,Como 1907,42,26.1,17,1290000,54080000,False,False,False
2408,2023,Serie-B,2,Spezia Calcio,43,25.0,23,1230000,52680000,True,False,False
2409,2023,Serie-B,2,Venezia FC,33,25.9,21,1360000,44930000,False,False,False
2410,2023,Serie-B,2,US Cremonese,40,27.1,16,1090000,43550000,True,False,False
2411,2023,Serie-B,2,Palermo FC,31,26.8,13,1380000,42700000,False,False,False
2412,2023,Serie-B,2,Pisa Sporting Club,39,26.4,16,799000,31150000,False,False,False
2413,2023,Serie-B,2,Ternana Calcio,52,25.0,17,498000,25880000,False,False,False
2414,2023,Serie-B,2,SSC Bari,45,26.9,14,556000,25000000,False,False,False
2415,2023,Serie-B,2,US Catanzaro,35,26.2,9,675000,23630000,False,True,True
2416,2023,Serie-B,2,AC Reggiana 1919,37,26.3,13,615000,22750000,False,True,True
2417,2023,Serie-B,2,Brescia Calcio,34,24.8,7,622000,21150000,False,False,False
2418,2023,Serie-B,2,Cosenza Calcio,35,25.4,4,596000,20850000,False,False,False
2419,2023,Serie-B,2,Modena FC,38,25.6,6,532000,20200000,False,False,False
2420,2023,Serie-B,2,Ascoli Calcio,48,26.3,18,402000,19310000,False,False,False
2421,2023,Serie-B,2,AS Cittadella,31,25.7,2,473000,14680000,False,False,False
2422,2023,Serie-B,2,FC Südtirol,37,26.6,6,395000,14600000,False,False,False
2423,2023,Serie-B,2,Feralpisalò,43,26.5,10,281000,12100000,False,True,True
2424,2023,Serie-B,2,Calcio Lecco 1912,47,26.9,10,238000,11200000,False,True,False
2425,2024,Serie-B,2,US Sassuolo,31,24.7,10,2630000,81550000,True,False,False
2426,2024,Serie-B,2,Palermo FC,28,26.4,14,1730000,48580000,False,False,False
2427,2024,Serie-B,2,Pisa Sporting Club,28,26.2,13,1650000,46100000,False,False,False
2428,2024,Serie-B,2,US Cremonese,27,27.4,9,1380000,37300000,False,False,False
2429,2024,Serie-B,2,UC Sampdoria,30,27.6,9,1100000,33030000,False,False,False
2430,2024,Serie-B,2,Spezia Calcio,30,24.8,8,1060000,31730000,False,False,False
2431,2024,Serie-B,2,Frosinone Calcio,32,24.7,13,806000,25800000,True,False,False
2432,2024,Serie-B,2,US Salernitana 1919,29,26.3,15,843000,24450000,True,False,False
2433,2024,Serie-B,2,Cesena FC,30,24.9,7,763000,22880000,False,True,True
2434,2024,Serie-B,2,Brescia Calcio,26,26.1,6,821000,21350000,False,False,False
2435,2024,Serie-B,2,Modena FC,28,26.4,5,712000,19930000,False,False,False
2436,2024,Serie-B,2,US Catanzaro,31,26.0,6,590000,18300000,False,False,False
2437,2024,Serie-B,2,SSC Bari,28,27.0,7,522000,14630000,False,False,False
2438,2024,Serie-B,2,Carrarese Calcio 1908,29,26.1,4,454000,13180000,False,True,False
2439,2024,Serie-B,2,Cosenza Calcio,30,25.5,7,425000,12750000,False,False,False
2440,2024,Serie-B,2,AC Reggiana 1919,30,26.1,9,423000,12680000,False,False,False
2441,2024,Serie-B,2,FC Südtirol,27,27.0,5,466000,12580000,False,False,False
2442,2024,Serie-B,2,AS Cittadella,29,25.7,2,373000,10830000,False,False,False
2443,2024,Serie-B,2,SS Juve Stabia,27,25.1,2,386000,10430000,False,True,True
2444,2024,Serie-B,2,Mantova 1911,26,27.0,1,359000,9330000,False,True,True
2445,2010,Ligue-1,1,Olympique Lyon,29,24.7,13,6560000,190250000,False,False,False
2446,2010,Ligue-1,1,Olympique Marseille,35,26.4,21,4800000,167900000,False,False,True
2447,2010,Ligue-1,1,LOSC Lille,28,25.6,16,4550000,127400000,False,False,False
2448,2010,Ligue-1,1,FC Girondins Bordeaux,35,25.3,17,3530000,123650000,False,False,False
2449,2010,Ligue-1,1,Stade Rennais FC,33,24.1,19,3300000,108950000,False,False,False
2450,2010,Ligue-1,1,Paris Saint-Germain,29,26.9,13,3460000,100200000,False,False,True
2451,2010,Ligue-1,1,FC Toulouse,32,24.4,16,2520000,80630000,False,False,False
2452,2010,Ligue-1,1,AS Monaco,38,25.1,23,1980000,75400000,False,False,False
2453,2010,Ligue-1,1,AS Saint-Étienne,32,25.3,17,2250000,72050000,False,False,False
2454,2010,Ligue-1,1,AJ Auxerre,40,24.7,22,1650000,66150000,False,False,False
2455,2010,Ligue-1,1,OGC Nice,36,25.8,21,1760000,63500000,False,False,False
2456,2010,Ligue-1,1,FC Lorient,32,25.7,12,1960000,62750000,False,False,False
2457,2010,Ligue-1,1,FC Sochaux-Montbéliard,30,24.6,15,2000000,60100000,False,False,False
2458,2010,Ligue-1,1,Valenciennes FC,37,25.6,19,1550000,57450000,False,False,False
2459,2010,Ligue-1,1,AS Nancy-Lorraine,30,26.7,16,1760000,52650000,False,False,False
2460,2010,Ligue-1,1,Montpellier HSC,32,25.7,13,1600000,51350000,False,False,False
2461,2010,Ligue-1,1,RC Lens,39,25.1,20,1170000,45600000,False,False,False
2462,2010,Ligue-1,1,SM Caen,30,25.3,10,1200000,36100000,False,True,True
2463,2010,Ligue-1,1,Stade Brestois 29,31,26.3,16,1100000,34100000,False,True,False
2464,2010,Ligue-1,1,AC Arles-Avignon,37,27.6,16,539000,19950000,False,True,False
2465,2011,Ligue-1,1,Paris Saint-Germain,35,26.9,18,6030000,211100000,False,False,False
2466,2011,Ligue-1,1,Olympique Lyon,42,23.8,21,3900000,163850000,False,False,False
2467,2011,Ligue-1,1,Olympique Marseille,35,25.6,20,4190000,146500000,False,False,False
2468,2011,Ligue-1,1,LOSC Lille,29,26.9,17,5010000,145350000,False,False,True
2469,2011,Ligue-1,1,Stade Rennais FC,32,24.2,25,3180000,101800000,False,False,False
2470,2011,Ligue-1,1,Montpellier HSC,31,26.4,16,2780000,86200000,False,False,False
2471,2011,Ligue-1,1,AS Saint-Étienne,36,25.8,16,2380000,85600000,False,False,False
2472,2011,Ligue-1,1,FC Toulouse,33,23.5,15,2520000,83050000,False,False,False
2473,2011,Ligue-1,1,FC Girondins Bordeaux,30,25.7,17,2740000,82050000,False,False,False
2474,2011,Ligue-1,1,FC Sochaux-Montbéliard,36,23.8,21,1630000,58800000,False,False,False
2475,2011,Ligue-1,1,FC Lorient,36,25.4,19,1500000,54050000,False,False,False
2476,2011,Ligue-1,1,AS Nancy-Lorraine,37,25.8,22,1460000,53900000,False,False,False
2477,2011,Ligue-1,1,OGC Nice,34,25.5,18,1540000,52450000,False,False,False
2478,2011,Ligue-1,1,AJ Auxerre,42,24.5,25,1210000,50900000,False,False,False
2479,2011,Ligue-1,1,Valenciennes FC,36,25.0,16,1240000,44500000,False,False,False
2480,2011,Ligue-1,1,Stade Brestois 29,37,26.6,23,1170000,43200000,False,False,False
2481,2011,Ligue-1,1,Dijon FCO,34,25.4,13,1080000,36800000,False,True,False
2482,2011,Ligue-1,1,FC Évian Thonon Gaillard,33,27.5,16,997000,32900000,False,True,True
2483,2011,Ligue-1,1,SM Caen,28,25.9,10,1140000,31800000,False,False,False
2484,2011,Ligue-1,1,AC Ajaccio,33,26.7,14,805000,26550000,False,True,False
2485,2012,Ligue-1,1,Paris Saint-Germain,36,27.4,18,8710000,313600000,False,False,False
2486,2012,Ligue-1,1,Olympique Lyon,52,24.4,24,2990000,155650000,False,False,True
2487,2012,Ligue-1,1,Olympique Marseille,43,24.5,27,3500000,150650000,False,False,False
2488,2012,Ligue-1,1,LOSC Lille,28,26.8,12,4090000,114600000,False,False,False
2489,2012,Ligue-1,1,Stade Rennais FC,35,24.4,23,2790000,97800000,False,False,False
2490,2012,Ligue-1,1,AS Saint-Étienne,34,25.2,17,2870000,97600000,False,False,False
2491,2012,Ligue-1,1,FC Toulouse,32,24.2,17,2560000,82000000,False,False,False
2492,2012,Ligue-1,1,FC Girondins Bordeaux,30,26.5,17,2700000,80950000,False,False,False
2493,2012,Ligue-1,1,Montpellier HSC,36,25.7,17,2190000,78700000,False,False,True
2494,2012,Ligue-1,1,FC Lorient,35,26.2,18,1820000,63750000,False,False,False
2495,2012,Ligue-1,1,OGC Nice,39,23.9,16,1520000,59150000,False,False,False
2496,2012,Ligue-1,1,Valenciennes FC,32,26.1,16,1550000,49750000,False,False,False
2497,2012,Ligue-1,1,FC Sochaux-Montbéliard,34,25.2,24,1380000,46850000,False,False,False
2498,2012,Ligue-1,1,AS Nancy-Lorraine,37,23.6,20,996000,36850000,False,False,False
2499,2012,Ligue-1,1,Stade Brestois 29,37,25.9,20,976000,36100000,False,False,False
2500,2012,Ligue-1,1,SC Bastia,38,26.1,13,949000,36050000,False,True,True
2501,2012,Ligue-1,1,FC Évian Thonon Gaillard,35,27.0,19,987000,34550000,False,False,False
2502,2012,Ligue-1,1,AC Ajaccio,32,27.8,17,1070000,34100000,False,False,False
2503,2012,Ligue-1,1,Stade Reims,29,26.3,15,1020000,29500000,False,True,False
2504,2012,Ligue-1,1,ESTAC Troyes,31,26.7,13,703000,21800000,False,True,False
2505,2013,Ligue-1,1,Paris Saint-Germain,33,25.4,18,12190000,402300000,False,False,True
2506,2013,Ligue-1,1,AS Monaco,45,25.6,32,5390000,242550000,False,True,True
2507,2013,Ligue-1,1,Olympique Marseille,36,25.4,21,3930000,141300000,False,False,False
2508,2013,Ligue-1,1,Olympique Lyon,36,24.7,16,3010000,108500000,False,False,False
2509,2013,Ligue-1,1,AS Saint-Étienne,34,25.8,12,3100000,105400000,False,False,False
2510,2013,Ligue-1,1,Stade Rennais FC,39,24.8,28,2370000,92600000,False,False,False
2511,2013,Ligue-1,1,LOSC Lille,32,25.8,19,2320000,74100000,False,False,False
2512,2013,Ligue-1,1,FC Toulouse,39,24.4,24,1730000,67400000,False,False,False
2513,2013,Ligue-1,1,FC Girondins Bordeaux,38,25.9,23,1650000,62700000,False,False,True
2514,2013,Ligue-1,1,FC Lorient,38,24.7,19,1500000,57150000,False,False,False
2515,2013,Ligue-1,1,OGC Nice,42,23.5,17,1340000,56100000,False,False,False
2516,2013,Ligue-1,1,Montpellier HSC,31,25.6,18,1690000,52350000,False,False,False
2517,2013,Ligue-1,1,FC Sochaux-Montbéliard,44,24.8,29,1080000,47450000,False,False,False
2518,2013,Ligue-1,1,FC Nantes,34,25.5,24,1160000,39550000,False,True,False
2519,2013,Ligue-1,1,Stade Reims,35,25.5,20,1110000,38730000,False,False,False
2520,2013,Ligue-1,1,Valenciennes FC,34,26.0,19,1080000,36650000,False,False,False
2521,2013,Ligue-1,1,SC Bastia,35,27.0,13,1020000,35600000,False,False,False
2522,2013,Ligue-1,1,FC Évian Thonon Gaillard,35,26.3,21,1000000,35000000,False,False,False
2523,2013,Ligue-1,1,AC Ajaccio,38,26.0,21,745000,28300000,False,False,False
2524,2013,Ligue-1,1,EA Guingamp,30,27.0,14,714000,21430000,False,True,False
2525,2014,Ligue-1,1,Paris Saint-Germain,32,25.7,17,11370000,363900000,False,False,True
2526,2014,Ligue-1,1,AS Monaco,34,24.6,26,5520000,187700000,False,False,False
2527,2014,Ligue-1,1,Olympique Lyon,31,24.9,14,4670000,144650000,False,False,False
2528,2014,Ligue-1,1,Olympique Marseille,34,23.7,17,4110000,139700000,False,False,False
2529,2014,Ligue-1,1,AS Saint-Étienne,31,25.9,12,2690000,83350000,False,False,False
2530,2014,Ligue-1,1,LOSC Lille,31,25.7,18,2670000,82650000,False,False,False
2531,2014,Ligue-1,1,FC Girondins Bordeaux,39,24.3,24,1830000,71500000,False,False,False
2532,2014,Ligue-1,1,Stade Rennais FC,30,25.5,21,2200000,66000000,False,False,False
2533,2014,Ligue-1,1,FC Lorient,39,25.2,20,1540000,59950000,False,False,False
2534,2014,Ligue-1,1,OGC Nice,37,23.9,14,1520000,56250000,False,False,False
2535,2014,Ligue-1,1,Montpellier HSC,36,25.6,20,1440000,51950000,False,False,False
2536,2014,Ligue-1,1,FC Toulouse,36,24.3,25,1360000,48800000,False,False,False
2537,2014,Ligue-1,1,FC Nantes,30,25.5,19,1560000,46850000,False,False,False
2538,2014,Ligue-1,1,Stade Reims,32,26.2,19,1230000,39250000,False,False,False
2539,2014,Ligue-1,1,EA Guingamp,31,27.3,15,1170000,36250000,False,False,True
2540,2014,Ligue-1,1,FC Évian Thonon Gaillard,33,27.4,21,1100000,36150000,False,False,False
2541,2014,Ligue-1,1,SC Bastia,41,25.1,21,835000,34250000,False,False,False
2542,2014,Ligue-1,1,SM Caen,27,27.6,11,1200000,32400000,False,True,False
2543,2014,Ligue-1,1,FC Metz,32,25.9,22,933000,29850000,False,True,True
2544,2014,Ligue-1,1,RC Lens,29,24.8,15,938000,27200000,False,True,False
