,year,league,team,squad_depth,avg_age,foreigners,avg_market_value,market_value,titles
274,2013,LaLiga,Rayo Vallecano,33,25.7,10,€1.40m,€46.10m,[]
275,2013,LaLiga,Elche CF,32,27.3,7,€1.39m,€44.60m,['Spanish 2nd tier champion 12/13']
276,2013,LaLiga,Levante UD,33,28.2,14,€1.28m,€42.40m,[]
277,2013,LaLiga,CA Osasuna,29,27.5,6,€1.46m,€42.30m,[]
278,2013,LaLiga,Real Valladolid CF,31,27.1,13,€1.33m,€41.20m,[]
279,2013,LaLiga,UD Almería,34,26.7,12,€1.07m,€36.45m,[]
280,2014,LaLiga,Real Madrid,41,24.7,19,€19.21m,€787.80m,"['Spanish Cup winner  13/14', 'Champions League Winner 13/14']"
281,2014,LaLiga,FC Barcelona,31,25.9,17,€19.48m,€603.80m,[]
282,2014,LaLiga,Atlético de Madrid,32,26.2,16,€11.13m,€356.00m,['Spanish Champion 13/14']
283,2014,LaLiga,Valencia CF,26,24.5,13,€8.85m,€230.00m,[]
284,2014,LaLiga,Sevilla FC,34,25.5,14,€4.90m,€166.75m,['Europa League Winner 13/14']
285,2014,LaLiga,Villarreal CF,37,24.5,12,€3.59m,€132.70m,[]
286,2014,LaLiga,Athletic Bilbao,27,26.6,1,€4.15m,€112.10m,[]
287,2014,LaLiga,Real Sociedad,30,26.0,5,€3.23m,€96.80m,[]
288,2014,LaLiga,Málaga CF,30,27.1,18,€2.76m,€82.80m,[]
289,2014,LaLiga,RCD Espanyol Barcelona,32,26.0,6,€2.37m,€75.70m,[]
290,2014,LaLiga,Granada CF,39,25.8,22,€1.73m,€67.55m,[]
291,2014,LaLiga,Celta de Vigo,28,24.8,11,€2.16m,€60.40m,[]
292,2014,LaLiga,Deportivo de La Coruña,33,26.9,12,€1.62m,€53.40m,[]
293,2014,LaLiga,Rayo Vallecano,29,27.1,12,€1.78m,€51.70m,[]
294,2014,LaLiga,Córdoba CF,36,26.3,15,€1.41m,€50.90m,[]
295,2014,LaLiga,Getafe CF,33,26.7,9,€1.52m,€50.20m,[]
